id,ime,letnica_rojstva,drzava_rojstva,stevilo_iger_v_bazi,zacetek,konec,zmage,porazi,remiji,delez_zmag,kvaliteta
73299,Mackowiak,,,1,1980,1980,,,,,
73300,Kusiak,,,1,1980,1980,,,,,
77680,Deming,,,1,1980,1980,,,,,
33568,Cornell,,,3,1980,1986,,,,,
32393,B Wall,1951,United States of America,380,1969,2016,180,150,50,53.9,
32944,G Hayes,,,1,1980,1980,,,,,
73296,Ziganovic,,,1,1980,1980,,,,,
41055,Laketic,,,1,1980,1980,,,,,
77670,R J Lovegren,,,3,1980,1981,,,,,
32802,K Johansson,,,6,1978,1981,4,2,0,66.7,
32934,S Svensson,,,1,1980,1980,,,,,
48744,Moreno,,,1,1980,1980,,,,,
73283,Padula,,,1,1980,1980,,,,,
73289,J Lippert,,,1,1980,1980,,,,,
32946,N Barsalou,,,5,1980,1985,,,,,
73297,Efremov,,,1,1980,1980,,,,,
73298,Amirchanov,,,1,1980,1980,,,,,
73311,J Dainauskas,,,1,1980,1980,,,,,
31662,Blecher,,,2,1858,1980,,,,,
32959,Carta,,,2,1980,1980,,,,,
77654,Scarpata,,,1,1980,1980,,,,,
19443,Mitchell,,,8,1880,1991,5,3,0,62.5,
31072,G Welling,1959,Netherlands,"1,130",1973,2019,553,247,312,63.8,2278
73293,Brinkhorst,,,1,1980,1980,,,,,
73304,Vyronel,,,1,1980,1980,,,,,
73305,Adao,,,1,1980,1980,,,,,
73307,M Yudovic,,,1,1980,1980,,,,,
73308,J Kelner,,,1,1980,1980,,,,,
73322,T Dagorov,,,1,1980,1980,,,,,
73323,D Beckman,,,1,1980,1980,,,,,
77644,J T Collins,1960,United States of America,2,1980,1987,,,,,2191
77645,Joseph Manuel,,,1,1980,1980,,,,,
77646,A Haas,,,1,1980,1980,,,,,
77647,K Lee,,,1,1980,1980,,,,,
32947,R Shirley Jr,,,3,1980,1982,,,,,
23172,A Machulsky,1956,Russia,48,1973,2007,13,15,19,47.9,2505
73278,Schevtschenko,,,1,1980,1980,,,,,
73281,Stapelfeld,,,2,1973,1980,,,,,
72630,Stock,,,1,1980,1980,,,,,
73294,Werten,,,1,1980,1980,,,,,
73295,Knops,,,1,1980,1980,,,,,
63382,T Martin,,,4,1980,1991,1,0,3,62.5,
12883,NN,,,"1,035",1497,2020,,,,,
73320,J Acers,1944,United States of America,28,1964,2013,14,9,5,58.9,2229
91489,Parsons,,,2,1954,1980,,,,,
28421,Moore,,,8,1845,1988,4,4,0,50.0,
77650,Peto,,,1,1980,1980,,,,,
77655,B South,,,1,1980,1980,,,,,
77656,T Neshan,,,1,1980,1980,,,,,
77657,Apra,,,1,1980,1980,,,,,
77658,Furini,,,1,1980,1980,,,,,
77665,M R Hazlewood,1953,United States of America,1,1980,1980,,,,,
77666,Fleming,,,1,1980,1980,,,,,
32948,D Hayes,,,4,1980,1980,,,,,
77659,Berman,,,1,1980,1980,,,,,
77660,Briones,,,1,1980,1980,,,,,
77675,C Reilly,,,1,1980,1980,,,,,
77676,M Tavel,,,1,1980,1980,,,,,
21784,K Spraggett,1954,Canada,"1,572",1971,2017,768,240,553,66.9,2495
44025,M Desautels,,,1,1980,1980,,,,,
152293,Harlan Brewer,,,1,1980,1980,,,,,
77649,M Bradach,,,1,1980,1980,,,,,
16824,M Brooks,1961,United States of America,129,1979,2012,59,32,38,60.5,2335
77653,E Richards,,,1,1980,1980,,,,,
77671,J Inge,,,1,1980,1980,,,,,
77672,R Selinsky,,,1,1980,1980,,,,,
25848,L Garcia,,,2,1978,1980,,,,,2192
19889,J Gonzalez,,,9,1962,1997,,,,,
36606,J C Knudsen,1956,United States of America,23,1980,2012,7,9,7,45.7,
36607,J Wright,,,1,1980,1980,,,,,
59588,R Hedrick,,,1,1980,1980,,,,,
59589,P Cannady,,,1,1980,1980,,,,,
32939,Talving,,,1,1980,1980,,,,,
32940,Haru,,,1,1980,1980,,,,,
32891,D Overcash,,,2,1979,1980,,,,,
17945,J Penrose,1933,United Kingdom,450,1950,1995,170,101,179,57.7,2405
40895,Pryor,,,1,1980,1980,,,,,
29926,E J Diemer,1908,Germany,217,1933,1987,167,40,8,79.5,
52132,M Senff,1980,Germany,106,1980,2009,32,33,41,49.5,2469
94808,R Kruithof,,,1,1980,1980,,,,,
15861,Palatnik,1950,Ukraine,144,1967,2012,47,42,55,51.7,2455
15712,Geller,,,"2,236",1946,1995,806,341,1082,60.4,
59590,Robinnette,,,1,1980,1980,,,,,
59591,Randell,,,1,1980,1980,,,,,
33418,Schnabel,,,2,1980,1985,,,,,
73287,J Cook,,,2,1980,1982,,,,,
73316,Molero,,,1,1980,1980,,,,,
73317,A Lootsma,1941,Sweden,1,1980,1980,,,,,1648
32960,Cassano,,,1,1980,1980,,,,,
36771,H Plasman,1973,Netherlands,29,1980,2001,7,13,9,39.7,2038
18565,Hardy,,,4,1956,1989,2,2,0,50.0,
73279,R Blaine,1948,United States of America,2,1964,1980,,,,,
26786,D Poldauf,1965,Germany,112,1980,2012,30,44,37,43.7,2384
101001,C Steudtmann,1944,Germany,2,1980,1997,,,,,2260
73314,R Ashley,,,1,1980,1980,,,,,
73315,R Morton,,,2,1923,1980,,,,,
19664,M Braun,1963,Germany,11,1980,1994,2,5,4,36.4,2365
73284,R MacBrayne,,,1,1980,1980,,,,,
73285,Crichton,,,1,1980,1980,,,,,
73301,Nilzon,,,1,1980,1980,,,,,
13576,Garcia,,,40,1946,2003,18,5,17,66.2,
30508,R Schlenker,1952,Germany,10,1974,1992,3,6,1,35.0,2250
63048,W Stamer,1946,Germany,3,1980,1987,,,,,
77661,Bardi,,,1,1980,1980,,,,,
77662,Gacsalyi,,,1,1980,1980,,,,,
77667,D Brown,,,1,1980,1980,,,,,
77668,J Dykes,,,1,1980,1980,,,,,
59593,C Hatherill,,,2,1980,1980,,,,,
32950,P Baudoin,1949,Netherlands,2,1980,1991,,,,,
32951,A Kleijberg,1960,Netherlands,3,1980,1985,,,,,2128
32991,Bosscher,,,1,1980,1980,,,,,
32992,L Smit,,,1,1980,1980,,,,,
18597,Taylor,,,20,1882,2004,9,9,2,50.0,
36529,P Cody,,,52,1980,2001,14,23,15,41.3,
59710,P Kahn,1940,Germany,7,1973,1988,6,1,0,85.7,2043
30859,N Karker,1929,Germany,27,1968,1991,11,11,5,50.0,
77664,K Baldino,,,1,1980,1980,,,,,
148988,A Moore,,,1,1980,1980,,,,,
77673,B Gannon,,,1,1980,1980,,,,,
77674,R Vilen,,,1,1980,1980,,,,,
111526,Z Liszka,1953,Poland,1,1980,1980,,,,,2175
32669,A Harju,1943,Finland,9,1867,1992,2,7,0,22.2,1886
73240,A Faber,,,2,1978,1980,,,,,
73306,J Webbink,1965,Netherlands,1,1980,1980,,,,,1839
73318,O Korchagin,1965,Estonia,3,1980,2017,,,,,2044
73319,I Smorodinskis,1963,Latvia,2,1980,2015,,,,,2232
77651,C Koppen,,,1,1980,1980,,,,,
77652,K Waibel,,,2,1977,1980,,,,,
59623,T Trogdon,,,4,1979,1981,1,3,0,25.0,
77677,B Vider,,,1,1980,1980,,,,,
42894,R Stark,,,1,1980,1980,,,,,
18661,R Buchanan,,,11,1965,1986,7,3,1,68.2,
32900,J Hayes,,,1,1980,1980,,,,,
32839,T Alfred,,,2,1979,1980,,,,,
34718,P van Dalfsen,1920,Netherlands,5,1980,1991,2,3,0,40.0,
33048,D Vajs,,,2,1980,1981,,,,,
28148,G Terreaux,1957,Switzerland,7,1980,2004,1,4,2,28.6,2267
38856,S Lilienthal,1934,Germany,37,1969,1988,9,25,3,28.4,
34703,N Kristoffel,,,7,1980,2004,4,1,2,71.4,
32945,S Giannotta,,,1,1980,1980,,,,,
142425,J Hajdu,,,1,1980,1980,,,,,
142426,R Borrell,2012,Australia,1,1980,1980,,,,,
115078,H Zolfaghari,,,1,1980,1980,,,,,
16101,L Day,1949,Canada,"1,122",1962,2011,611,232,266,67.1,2214
29852,C Hansen,1964,Denmark,625,1977,2016,188,112,315,56.2,2596
73292,P Rodas,1963,Guatemala,2,1980,1982,,,,,2295
38671,Murey,1941,Russia,601,1963,2015,261,161,178,58.3,2380
40033,I Gelfer,1945,Israel,17,1966,2002,4,9,4,35.3,2314
56162,R Gocheva,1957,Bulgaria,20,1980,2013,6,5,9,52.5,2007
122972,T Salazar,,,2,1978,1980,,,,,
40476,T Ristoja,1949,Finland,34,1969,2004,8,10,16,47.1,2210
41870,S Georges,1969,Switzerland,9,1980,1999,2,6,1,27.8,2234
103339,G Widmer-Babic,,,20,1980,2006,3,15,2,20.0,
147869,R R Ramirez,,,1,1980,1980,,,,,
21964,T Upton,1958,United Kingdom,139,1975,2017,30,72,37,34.9,2117
47080,A Rodriguez Cespedes,1956,Cuba,293,1974,2009,62,73,152,48.1,2402
34534,Jackson,,,8,1934,1996,3,3,2,50.0,
73335,Fuller,,,2,1965,1981,,,,,
59620,D Shirley,,,3,1981,1983,,,,,
33053,B Ellena,,,3,1979,1981,,,,,
73338,E ten Haaf,,,2,1981,1983,,,,,
45771,R de Graaff,1941,Netherlands,7,1965,2000,2,5,0,28.6,2005
72699,M Scheeren,,,2,1974,1981,,,,,
73348,Motilev,,,1,1981,1981,,,,,
73349,Tschirkow,,,1,1981,1981,,,,,
77729,D Pelan,1957,United States of America,4,1981,1982,3,1,0,75.0,
77693,M Hand,,,1,1981,1981,,,,,
32314,T Mantia,,,7,1964,1987,5,2,0,71.4,
94374,J Vasser,,,2,1981,1981,,,,,
85701,T Brookshear,1957,United States of America,9,1981,2004,1,6,2,22.2,1944
79292,A Haugen,1952,Norway,31,1981,2011,12,8,11,56.5,
73327,Lerfald,,,1,1981,1981,,,,,
136031,P Schoeber,1953,Netherlands,3,1981,1993,,,,,2018
73337,E Bouwmans,1954,Netherlands,1,1981,1981,,,,,1717
42004,M S Tseitlin,1947,Belarus,152,1969,2001,58,36,58,57.2,2337
73342,I Taimanov,,,1,1981,1981,,,,,
77685,W Pritchard,1958,United Kingdom,1,1981,1981,,,,,2035
60995,I Hund,1962,Germany,3,1981,1994,,,,,2000
10954,A Yuneev,1957,Russia,45,1979,2010,12,14,19,47.8,2425
83237,Klovans,1935,Latvia,458,1951,2009,142,142,174,50.0,2444
38791,R Casafus,1958,Argentina,22,1977,1999,7,6,9,52.3,2320
18832,E Formanek,1942,United States of America,244,1962,2015,84,99,60,46.9,2030
149231,Soderstrom,,,2,1981,1981,,,,,
73331,Tzannetakis,,,1,1981,1981,,,,,
65003,L Mischke,1949,Germany,5,1981,1986,,,,,2084
73332,Miarczynski,,,1,1981,1981,,,,,
32360,H Van Oostrum,,,3,1967,1981,,,,,
73340,Verkooijen,,,1,1981,1981,,,,,
73341,Rohner,,,1,1981,1981,,,,,
45594,Abbott,,,1,1981,1981,,,,,
77689,Sonne,,,1,1981,1981,,,,,
77706,G S Perks,1958,United States of America,2,1981,1983,,,,,
77707,D Dardinger,,,1,1981,1981,,,,,
28141,Werner,,,15,1920,2007,8,5,2,60.0,
77710,Hess,,,2,1981,1984,,,,,
82613,U Markmann,1957,Germany,10,1972,1987,3,4,3,45.0,2251
47282,G P Gruen,1957,Germany,38,1981,2006,9,17,12,39.5,2302
142429,M J Reilly,,,1,1981,1981,,,,,
142430,R J Leggatt,,,1,1981,1981,,,,,
33056,M Blount,,,3,1981,1982,,,,,
32835,B Dykes,,,6,1971,1981,2,4,0,33.3,
59609,W H Dodgen,1939,United States of America,1,1981,1981,,,,,
59610,D Boyd,,,1,1981,1981,,,,,
36409,Dan Hill,1972,United Kingdom,7,1981,1996,5,1,1,78.6,2019
59621,L Potter,,,1,1981,1981,,,,,
77683,A Ambanelli,1957,Italy,1,1981,1981,,,,,
77684,R Frith,1967,United Kingdom,5,1981,2007,,,,,
77694,J Flinn,,,1,1981,1981,,,,,
148989,John Ross,,,1,1981,1981,,,,,
90519,W O Megier,,,3,1981,1988,,,,,
142434,C F Mason,,,1,1981,1981,,,,,
87158,K Jensen,,,60,1975,1981,30,20,10,58.3,
113475,W Norton,,,12,1977,1982,2,7,3,29.2,
10758,J Ye,,,639,1980,2006,211,105,283,58.8,2602
14573,V Koshy,1958,India,86,1981,2009,11,35,40,36.0,2117
77695,J Winslow,,,2,1981,1982,,,,,
77696,H Bystritsky,,,1,1981,1981,,,,,
77700,Libner,,,1,1981,1981,,,,,
77701,Ritzmann,,,1,1981,1981,,,,,
33872,R Karch,1930,United States of America,7,1960,1992,5,2,0,71.4,
77704,E Luschei,,,1,1981,1981,,,,,
77713,Z Makowski,,,1,1981,1981,,,,,
77714,M Matuszczak,,,1,1981,1981,,,,,
32941,T Magee,,,2,1980,1981,,,,,
33049,C Aker,1945,United States of America,3,1981,1989,,,,,
43666,G Chandler,1951,United Kingdom,27,1978,2008,22,3,2,85.2,2058
158850,E Gilliand,,,1,1981,1981,,,,,
15704,M Ballmann,1968,Switzerland,28,1981,2018,4,15,9,30.4,2345
33004,F Fritsche,,,2,1981,1989,,,,,
33035,J Van Aalzum,,,8,1981,1988,3,2,3,56.2,
32858,J van der Kooij,,,46,1979,1997,26,11,9,66.3,
94366,B Beard,,,3,1979,1981,,,,,
33058,J Cross,,,1,1981,1981,,,,,
34709,J Bodis,1920,France,2,1981,1991,,,,,
62814,H Gromotka,,,4,1981,1992,0,3,1,12.5,
27012,G Andruet,1958,France,517,1981,1995,197,172,148,52.4,
142427,M D Benson,,,1,1981,1981,,,,,
142447,K A Barker,,,2,1981,1987,,,,,
142605,S A Marshall,,,1,1981,1981,,,,,
106348,A Lloyd,1964,Australia,36,1978,1997,14,17,5,45.8,2236
154478,R Takhar,,,1,1981,1981,,,,,
28699,R Hoen,1940,Norway,91,1959,2006,27,27,37,50.0,2216
15162,Zsuzsa Polgar,,,970,1977,2006,315,160,405,58.8,2577
41481,E Ivanov,1956,Bulgaria,2,1981,1994,,,,,2150
62003,V Duncan,,,1,1981,1981,,,,,
84240,B Hedlund,,,1,1981,1981,,,,,
84241,I Lindqvist,,,1,1981,1981,,,,,
17401,Antoshin,1929,Russia,760,1951,1988,246,172,335,54.9,
86083,E Tatevosian,,,2,1981,1981,,,,,
84315,J Hartung-Nielsen,1952,Denmark,53,1973,2019,22,21,10,50.9,2181
52937,P Manne,1963,Norway,22,1981,2002,8,11,3,43.2,2186
59622,R Ling,1923,United States of America,3,1957,1981,,,,,
32949,C Botha,,,3,1980,1981,,,,,
77708,J Spencer,,,1,1981,1981,,,,,
72782,Takacs,,,1,1981,1981,,,,,
32593,D Gedult,1897,Poland,28,1967,1981,,,,,
14284,Lputian,1958,Armenia,883,1975,2008,296,175,399,57.0,2574
15007,T Georgadze,1947,Georgia,197,1966,1998,50,44,103,51.5,2499
73328,Bayle,,,1,1981,1981,,,,,
107687,J Martenot,,,4,1981,1995,3,1,0,75.0,
153323,Till Plewe,1965,Germany,1,1981,1981,,,,,2205
77911,P Kerkhof,1957,Belgium,13,1981,2001,6,5,2,53.8,2166
107436,D Hater,1966,United States of America,2,1981,2006,,,,,1961
77687,R Crowl,,,1,1981,1981,,,,,
77697,Findley,,,1,1981,1981,,,,,
32999,Enzy,,,1,1981,1981,,,,,
32983,Sofia,,,2,1980,1981,,,,,
73325,S Dunning,,,1,1981,1981,,,,,
63341,V Borisenko-Belova,1920,Russia,38,1946,1990,20,12,6,60.5,
53220,E D Epstein,1954,Russia,71,1968,2008,19,32,20,40.8,2195
77691,F Whitacre,1927,United States of America,3,1981,1997,,,,,
33248,D Winslow,,,4,1977,1983,1,3,0,25.0,
94393,J Wehener,1932,United States of America,2,1981,1983,,,,,
77702,V Lorand,,,1,1981,1981,,,,,
150099,B Snyder,,,1,1981,1981,,,,,
77711,H Hansen,,,1,1981,1981,,,,,
90353,W Riemer,,,119,1980,2004,59,23,37,65.1,
33031,J Sinke,1960,Netherlands,5,1980,1981,0,4,1,10.0,2152
33034,J van Oosterom,,,110,1955,2009,51,9,50,69.1,2260
82679,A J Goedkoop,1920,Netherlands,1,1981,1981,,,,,
115992,N Oud,1927,Netherlands,4,1981,2007,1,3,0,25.0,1902
47796,Ake Olsson,1934,Sweden,57,1951,1981,23,16,18,56.1,2255
142432,M M Stubbs,,,1,1981,1981,,,,,
142433,R F Hille,,,1,1981,1981,,,,,
14055,K Berg,1960,Denmark,235,1978,2019,69,83,72,46.9,2285
13804,A Kosten,1958,United Kingdom,367,1980,2018,134,84,146,56.9,2369
59639,J Cope,,,1,1981,1981,,,,,
29594,M Szymanski,1983,Poland,98,1981,2011,30,18,35,57.2,2388
89859,Wall,,,4,1974,1987,2,1,1,62.5,
27059,C Jones,1956,United States of America,6,1977,1994,1,4,1,25.0,2225
32998,K Embrey,,,7,1981,1991,1,2,4,42.9,
30686,M Litique,1949,France,5,1981,1989,1,4,0,20.0,2130
17377,S Naftalin,1933,Israel,13,1957,1990,4,6,3,42.3,1907
33054,D Wolford,,,3,1981,1984,,,,,
30737,Jim Jordan,,,4,1976,1981,,,,,
15254,V P Moskalenko,1960,Ukraine,274,1980,2017,98,49,123,59.1,2478
12166,Yermolinsky,1958,Russia,"1,139",1973,2020,431,170,506,61.8,2486
59606,N Saeed,,,5,1981,1990,0,4,1,10.0,
13827,Przewoznik,1957,Poland,58,1976,2006,16,29,13,38.8,2352
59617,B Haag,,,1,1981,1981,,,,,
59618,B Juhl,,,1,1981,1981,,,,,
150377,S Decman,1942,United States of America,1,1981,1981,,,,,
108115,F Rhine,1960,United States of America,70,1974,2020,22,7,10,69.2,1948
16174,Browne,1949,Australia,"1,453",1963,2015,542,326,568,57.5,2433
14589,Adorjan,,,"1,475",1963,2000,411,197,860,57.3,2504
155285,David Field,,,2,1981,1982,,,,,
104656,P B Weir,,,61,1975,1998,24,25,12,49.2,
28794,J Peters,1951,United States of America,208,1968,2012,68,65,75,50.7,2298
126841,R Sulman,1961,United States of America,19,1981,2001,4,9,6,36.8,2222
47499,J Thinnsen,1960,United States of America,17,1979,1998,3,12,2,23.5,2327
19288,D J Strauss,1946,United Kingdom,73,1962,1992,26,32,15,45.9,2425
14919,E Lobron,1960,United States of America,764,1979,2018,217,226,271,49.4,2505
15866,Korchnoi,,,"4,475",1945,2015,1694,675,1749,62.4,2499
48546,R Hawkes,1961,Canada,16,1979,1988,3,12,1,21.9,2300
43016,V Vepkhvishvili,1953,Georgia,"1,861",1963,2017,879,660,314,55.9,2063
116377,Khasaov,,,1,1981,1981,,,,,
24549,H Dobosz,1953,Poland,93,1971,2017,25,36,32,44.1,2377
45811,H D Pedersen,1948,Denmark,12,1981,1997,2,8,2,25.0,2168
82588,N J Fries-Nielsen,1958,Denmark,46,1979,2015,14,17,15,46.7,2298
12209,I Farago,1946,Hungary,842,1961,2018,224,183,433,52.4,2354
16450,C Braga,1958,Brazil,72,1977,2008,25,25,21,50.0,2418
20705,Ippei Asai,,,2,1981,1981,,,,,
11607,U Boensch,1958,Germany,468,1974,2019,125,129,212,49.6,2508
59574,V Antonov,1949,Bulgaria,20,1969,2003,1,14,5,17.5,2338
15391,Mikhalchishin,1954,Ukraine,549,1973,2019,129,70,318,55.7,2458
14173,Romanishin,,,"2,128",1966,2019,739,386,994,58.3,2403
14368,Sznapik,1951,Poland,314,1969,1993,68,121,125,41.6,2390
26655,J Barle,1952,Yugoslavia,257,1970,2017,86,98,73,47.7,2203
82600,D Michiels,1962,Belgium,12,1980,1982,5,4,3,54.2,2239
26768,F Berend,1965,Luxembourg,209,1981,2018,56,88,40,41.3,2323
33148,D Burk,1942,United States of America,9,1968,1990,7,1,1,83.3,
33149,J Walthour,,,1,1982,1982,,,,,
73358,Rojas,,,1,1982,1982,,,,,
142441,D Ahern,,,1,1982,1982,,,,,
142442,C Boomhower,,,1,1982,1982,,,,,
104706,S Steller,,,2,1982,1990,,,,,
13623,Reig,,,1,1982,1982,,,,,
29482,J Martin,,,3,1907,1982,,,,,
55337,J Ellis,1944,United States of America,9,1969,2012,1,5,3,27.8,1728
34598,R Smith,,,1,1982,1982,,,,,
77741,C Tichenor,,,1,1982,1982,,,,,
73202,H Van der Heijden,1960,Netherlands,7,1976,1989,5,2,0,71.4,
73352,Feenstra,,,2,1929,1982,,,,,
73360,Subota,,,2,1982,1982,,,,,
73361,Hudrka,,,1,1982,1982,,,,,
34829,J Spoorenberg,1962,Netherlands,2,1982,1991,,,,,
73374,J Vaessens,,,1,1982,1982,,,,,
17109,Lazarev,1964,Russia,171,1982,2017,58,45,58,54.0,2453
73394,Kundichev,,,1,1982,1982,,,,,
73400,Kusmischkin,,,1,1982,1982,,,,,
18185,K V Chernyshov,1967,Russia,231,1982,2017,94,47,89,60.2,2427
73402,Andrejew,,,1,1982,1982,,,,,
19436,Jones,,,19,1878,2001,9,10,0,47.4,
73080,Gilson,,,2,1968,1982,,,,,
77733,Rodgers,,,1,1982,1982,,,,,
38168,D Durham,1961,United States of America,9,1982,2017,3,5,1,38.9,2229
27286,S Wygle,1952,United States of America,13,1977,2003,4,4,5,50.0,2171
37076,Brett Thompson,,,4,1948,1982,1,3,0,25.0,
18768,R Douven,1961,Netherlands,123,1977,2004,37,38,47,49.6,2389
27319,M Basman,1946,United Kingdom,289,1960,2016,129,103,51,54.6,2289
73351,H Van Schaaik,,,1,1982,1982,,,,,
10092,T Redman,1950,United States of America,12,1975,2001,1,6,5,29.2,
23350,A Sandrin,1922,United States of America,35,1945,1990,12,22,1,35.7,
153143,B Harris,,,1,1982,1982,,,,,
73373,R Feijtens,,,1,1982,1982,,,,,
73243,P Goossens,1955,Netherlands,9,1976,1997,3,6,0,33.3,1936
73380,Van Kerkwijk,,,1,1982,1982,,,,,
32585,K Pytel,1945,Poland,177,1965,2010,32,47,98,45.8,2286
77723,R Pain,,,1,1982,1982,,,,,
77724,R Peters,,,1,1982,1982,,,,,
30793,E Daikeler,,,25,1982,1990,,,,,
98316,W Matteg,,,1,1982,1982,,,,,
19300,T Lee,,,2,1982,1989,,,,,
33085,M Bergquist,,,1,1982,1982,,,,,
38590,E Lubarsky,,,2,1982,1991,,,,,
15040,L Christiansen,1956,United States of America,"1,483",1972,2020,554,282,575,59.6,2567
59649,J Gilmore,,,1,1982,1982,,,,,
59650,P Bringer,,,1,1982,1982,,,,,
72718,Bucker,,,2,1792,1982,,,,,
69657,K Muench,1944,Germany,2,1982,2000,,,,,2149
73354,H Haider,,,1,1982,1982,,,,,
68507,I Nemet,1943,Yugoslavia,196,1962,2005,78,80,38,49.5,2348
17775,G Dizdar,1958,Yugoslavia,384,1976,2017,110,94,180,52.1,2483
19678,B Perenyi,1953,Hungary,284,1971,1988,118,110,56,51.4,
59891,Z Szabo,,,5,1957,1992,,,,,2002
19802,E Szalanczy,1953,Hungary,77,1978,2017,17,30,25,41.0,2114
42006,A Wallner,1956,Austria,2,1982,1991,,,,,2151
73366,Knap,,,1,1982,1982,,,,,
33415,Dvorak,,,5,1955,1985,1,2,2,40.0,
73375,P Ten Hacken,,,1,1982,1982,,,,,
73376,Nobbe,,,2,1982,1983,,,,,
73381,Bjesman,,,1,1982,1982,,,,,
73382,Minosjan,,,1,1982,1982,,,,,
77719,Hardesty,,,1,1982,1982,,,,,
77240,Lee Koppe,,,1,1982,1982,,,,,
137940,J Henri,1952,Australia,6,1977,1992,4,0,2,83.3,
142443,H Abarbanell,,,1,1982,1982,,,,,
77735,Zavodnik,,,1,1982,1982,,,,,
77736,Korg,,,1,1982,1982,,,,,
62832,H Zieher,1955,Germany,21,1980,1996,7,9,5,45.2,2153
30162,Herrmann,,,7,1930,1982,3,4,0,42.9,
77727,D Flack,,,1,1982,1982,,,,,
157216,Paul May,,,1,1982,1982,,,,,
77744,G Martin,,,2,1982,1983,,,,,
77745,C Ott,,,1,1982,1982,,,,,
89861,Zevetov,,,1,1982,1982,,,,,
89862,A Yakimov,,,1,1982,1982,,,,,
33144,J Coppola,,,1,1982,1982,,,,,
33145,D Frank,,,1,1982,1982,,,,,
91548,R Goldt,1959,Germany,9,1982,1982,8,1,0,88.9,1948
91549,V Drueke,,,18,1982,1996,4,11,3,30.6,
159075,Steinbach,,,1,1982,1982,,,,,
159076,Schachcomputer,,,1,1982,1982,,,,,
33151,Dave Foley,,,2,1982,1982,,,,,
33152,James Price,,,1,1982,1982,,,,,
33156,A Stauffer,,,3,1982,1984,,,,,
32806,T Green,,,3,1978,1987,,,,,
33168,F Kempfe,,,1,1982,1982,,,,,
33176,F Gehlhoff,1951,United States of America,8,1982,1987,7,1,0,87.5,
33177,J Zarik,,,3,1982,1983,,,,,
59654,D Field,,,2,1981,1982,,,,,
153468,David L Kuhns,1948,United States of America,2,1982,2015,,,,,1840
94382,C Meidinger,,,3,1980,1986,,,,,
77445,J Weitthoff,,,2,1969,1982,,,,,
118649,T Broek,1965,Netherlands,10,1981,2008,5,3,2,60.0,2131
73155,Peter van Diepen,1955,Netherlands,2,1973,1982,,,,,1613
59624,C Garcia,,,2,1982,1991,,,,,
46615,S Taulbut,1958,United Kingdom,80,1977,2011,25,19,34,53.8,2371
91553,F Baranowski,,,10,1982,1982,9,1,0,90.0,
27484,E Schiller,1955,United States of America,727,1969,2012,350,161,158,64.1,1989
92485,Kudevitsky,,,1,1982,1982,,,,,
68577,Anke Fischer,1970,Germany,9,1982,2000,4,4,1,50.0,1757
107456,J Bellingrath,1952,Germany,1,1982,1982,,,,,2078
107457,H Kohl,1948,Germany,2,1982,2000,,,,,2108
18664,M Yeo,1951,United Kingdom,96,1970,2013,34,38,24,47.9,2193
150148,S Banks,,,1,1982,1982,,,,,
11701,A Sokolov,,,"1,069",1975,2019,280,147,631,56.3,2490
73363,Besada,,,1,1982,1982,,,,,
73364,Mabille,,,1,1982,1982,,,,,
73136,A Brown,,,2,1972,1982,,,,,
73397,Myreng,,,1,1982,1982,,,,,
77721,Stoddard,,,1,1982,1982,,,,,
33658,G Bielefeld,1925,Germany,3,1982,2002,,,,,
33340,D Hoog,,,2,1982,1984,,,,,
29981,Morgan,,,1,1982,1982,,,,,
77742,F Bergmann,,,1,1982,1982,,,,,
65584,N Gallinnis,1967,Germany,25,1982,2006,9,7,9,54.0,2204
33171,H D Trimpi,1917,United States of America,1,1982,1982,,,,,
33172,B Kaplan,,,1,1982,1982,,,,,
73365,E van den Hooven,,,1,1982,1982,,,,,
73398,Roubal,,,1,1982,1982,,,,,
84450,W Weschke,1924,Germany,6,1982,1987,4,2,0,66.7,1940
12665,I Kapic,1933,Yugoslavia,11,1955,1999,6,5,0,54.5,2133
73367,Vih,,,1,1982,1982,,,,,
19672,R Caessens,1960,Netherlands,7,1982,2008,2,4,1,35.7,2264
39580,H Hoeksema,1962,Netherlands,145,1979,2016,24,64,57,36.2,2346
73377,Pas,,,1,1982,1982,,,,,
73378,Kisseljow,,,1,1982,1982,,,,,
73379,Jelpidinski,,,1,1982,1982,,,,,
104362,B Salvermoser,1969,Germany,10,1982,2008,5,4,1,55.0,2205
36288,Regan,,,2,1981,1982,,,,,
77720,Corkus,,,1,1982,1982,,,,,
77715,Weaver,,,2,1982,1987,,,,,
77716,Steven John Fenic,,,1,1982,1982,,,,,
77725,D Erb,1960,United States of America,1,1982,1982,,,,,2020
77774,B Moraja,,,2,1982,1983,,,,,
77740,E Kerney,,,2,1982,1983,,,,,
77746,W Thormann,1949,Germany,21,1981,2015,6,7,8,47.6,2168
11605,K Bischoff,1961,Germany,690,1980,2018,208,139,332,55.1,2503
91547,R Cossmann,,,4,1982,1982,2,2,0,50.0,
77717,A Fix,,,1,1982,1982,,,,,
77718,A Shahin,,,1,1982,1982,,,,,
77732,A Rashas,,,1,1982,1982,,,,,
11410,R Haag,,,10,1982,2000,9,1,0,90.0,
47157,H Nishimura,,,16,1982,1995,6,7,3,46.9,
26174,M Wiedenkeller,1963,Sweden,117,1979,2019,39,42,36,48.7,2444
