id,ime,letnica_rojstva,drzava_rojstva,stevilo_iger_v_bazi,zacetek,konec,zmage,porazi,remiji,delez_zmag,kvaliteta
14415,G West,1958,Australia,143,1976,2012,63,34,46,60.1,2302
33663,Botsman,,,1,1986,1986,,,,,
33675,G Fawbush,,,4,1986,1988,2,2,0,50.0,
33676,B Jenison,,,1,1986,1986,,,,,
33263,Chekhlov,,,2,1983,1986,,,,,
33714,Smulders,,,1,1986,1986,,,,,
80035,C Lumumba,,,1,1986,1986,,,,,
51756,K E Kivipelto,1945,Finland,21,1978,2015,4,9,8,38.1,2129
104358,T Vayrynen,1944,Finland,2,1980,1986,,,,,
60068,J Plath,,,5,1986,1990,1,4,0,20.0,
33773,N Jensen,,,2,1986,1987,,,,,
73519,Bamber,,,1,1986,1986,,,,,
73520,R Chranowski,,,1,1986,1986,,,,,
73524,Kirchenhoff,,,1,1986,1986,,,,,
18987,Foldi,,,2,1970,1986,,,,,
60119,N Plath,,,7,1986,1990,,,,,
33628,V Hergert,,,7,1986,1989,2,4,1,35.7,
33612,H Lassahn,1961,Germany,2,1986,1986,,,,,1933
17057,Doroshkievich,1937,Russia,146,1964,2004,26,58,62,39.0,2420
26998,O Karpeshov,1954,Russia,44,1983,2019,12,17,15,44.3,2297
73503,Vormann,,,1,1986,1986,,,,,
73512,W Hauser,,,1,1986,1986,,,,,
86426,T Krueger,,,1,1986,1986,,,,,
60063,L Frenzel,1937,Germany,5,1986,1990,3,1,1,70.0,1801
60202,R E Rittenhouse,1947,United States of America,3,1986,1990,,,,,
94862,N Hauwert,1958,Netherlands,4,1977,1989,,,,,
33709,A Antler,1950,United States of America,3,1986,2011,,,,,1928
33520,T Franklin,,,1,1986,1986,,,,,
15362,Kholmov,,,"2,287",1946,2005,744,342,1190,58.8,2432
44139,Sveshnikov,1950,Russia,990,1967,2017,274,191,450,54.5,2478
32195,Gurgenidze,1933,Georgia,397,1953,2007,83,146,168,42.1,2102
14175,Azmaiparashvili,1960,Georgia,"1,014",1968,2008,304,155,417,58.5,2637
77829,W Piegeler,,,1,1986,1986,,,,,
77830,H Dymek,1947,Germany,1,1986,1986,,,,,1794
33252,P Varley,1957,United Kingdom,41,1983,2013,5,26,10,24.4,2210
13903,P Motwani,1962,United Kingdom,240,1974,2017,87,48,100,58.3,2440
60789,H P Garcia,1947,Uruguay,170,1965,2006,86,15,69,70.9,2092
33654,G H Gons,,,1,1986,1986,,,,,
33655,Van Hofwegen,,,2,1986,1986,,,,,
36769,J van der Veen,1958,Netherlands,69,1983,2013,11,32,26,34.8,2012
113036,A Mol,,,1,1986,1986,,,,,
33630,Schonfeld,,,1,1986,1986,,,,,
59764,Wiesenthal,,,1,1986,1986,,,,,
145802,Spaans,,,1,1986,1986,,,,,
63023,Seiler,,,1,1986,1986,,,,,
63024,D Probst,1973,Switzerland,2,1986,1990,,,,,2160
62064,U Knies,,,2,1986,1989,,,,,
34345,M Musielak,1941,Germany,3,1986,1989,,,,,1750
93951,R N Vasiliev,1948,Russia,14,1986,1993,4,3,7,53.6,2405
133341,V Gusev,1950,Russia,1,1986,1986,,,,,2089
16175,Quinteros,1947,Argentina,858,1966,1997,327,248,273,54.7,2422
37541,M Sharif,1952,Iran,167,1970,2017,36,39,87,49.1,2329
84708,B Kirsch,1952,France,5,1986,1991,,,,,1990
20771,R Heusdens,,,1,1986,1986,,,,,
48374,A W Potts,1956,United Kingdom,5,1972,1987,1,3,1,30.0,2256
15771,S Bell,1963,United Kingdom,6,1980,1990,3,2,1,58.3,2370
47022,D K Johansen,1959,Australia,295,1979,2017,126,58,111,61.5,2387
28060,V Budde,1952,Germany,44,1970,2004,11,19,14,40.9,2291
55750,I Nikolayev,1962,Russia,527,1977,2015,390,23,114,84.8,2368
161941,Vladimir Mudrov,,,1,1986,1986,,,,,
148049,E El-Khater,,,1,1986,1986,,,,,
77865,J Raphael,1957,Trinidad and Tobago,6,1980,1986,5,1,0,83.3,2069
61812,J Sicobo,,,3,1986,1996,,,,,
77860,S Montsho,,,1,1986,1986,,,,,
73527,W Kafumbwe,1955,Zambia,1,1986,1986,,,,,1875
129779,Mohammed Shabsh Abdulatif,,,5,1978,1990,2,0,3,70.0,
77866,Y Faye,,,1,1986,1986,,,,,
103507,S Potter,1957,British Virgin Islands,25,1984,2014,1,20,4,12.0,1438
79836,B Ganchev,,,1,1986,1986,,,,,
46352,M Tawbeh,,,4,1986,1990,3,1,0,75.0,2160
77875,N Krew,,,2,1986,1986,,,,,
73529,F Rechi Perez,1956,Andorra,6,1984,2006,1,3,2,33.3,1865
73530,E Grassi,1960,San Marino,82,1984,2018,22,40,20,39.0,1945
77869,E Maduro,,,1,1986,1986,,,,,
77870,P Thorne,,,1,1986,1986,,,,,2205
159429,Joseph Markov,,,15,1976,1986,1,12,2,13.3,
129708,J Lamothe,2017,Haiti,14,1986,1994,5,8,1,39.3,
51216,J Goormachtigh,1955,Belgium,54,1973,2019,13,21,20,42.6,2158
16735,P Moulin,1963,Belgium,126,1979,1995,42,59,25,43.3,2300
33925,S Millimaci,,,5,1987,1988,1,4,0,20.0,
73553,H Deuster,1958,Germany,6,1987,1989,1,5,0,16.7,2128
37592,Gomez,,,3,1983,1988,,,,,
77362,E Rosenblatt,1906,Czech Republic,6,1954,1987,2,3,1,41.7,
73545,Reinhard,,,1,1987,1987,,,,,
48857,D Santoro,,,1,1987,1987,,,,,
16412,F Roman,1971,Argentina,4,1987,1992,1,3,0,25.0,2292
16293,Hector,1964,Sweden,840,1983,2019,349,244,236,56.3,2476
73565,L Milan,,,1,1987,1987,,,,,
30926,R Rehfeld,1949,Germany,8,1987,1990,3,5,0,37.5,
73548,U Makelburg,,,1,1987,1987,,,,,
108006,E Matula,,,11,1987,1990,3,8,0,27.3,
59962,K de Smet,1936,Belgium,8,1987,1990,2,6,0,25.0,1525
30412,Clauser,,,4,1968,1987,1,3,0,25.0,
101445,A Tejler,1920,United States of America,2,1962,1987,,,,,
73570,Berchans,,,1,1987,1987,,,,,
73571,Angupas,,,1,1987,1987,,,,,
32677,G Nilsson,,,3,1965,1987,,,,,
73549,Hagen,,,1,1987,1987,,,,,
73574,M Pluess,1958,Switzerland,1,1987,1987,,,,,
73575,E Ruefli,,,1,1987,1987,,,,,
77888,Bair,,,1,1987,1987,,,,,
77923,Brahn,,,1,1987,1987,,,,,
77924,Rugamer,,,1,1987,1987,,,,,
79726,M Lange,,,2,1987,1987,,,,,
33960,T Albert,,,1,1987,1987,,,,,
13205,Maurer,,,2,1930,1987,,,,,
73544,Zaugg,,,1,1987,1987,,,,,
11640,Ribli,,,"1,462",1967,2018,415,168,872,58.5,2524
42200,Pavlov,,,5,1950,1987,2,2,1,50.0,
73572,D Dragos,1958,Romania,1,1987,1987,,,,,2172
59636,S Sokolov,1937,Russia,9,1963,1987,4,5,0,44.4,
73573,I Semenov,,,1,1987,1987,,,,,
73576,G Moser,,,1,1987,1987,,,,,
35678,Martin Schmid,1971,Switzerland,14,1987,2004,4,10,0,28.6,2113
77896,Buggler,,,1,1987,1987,,,,,
77897,Guarisco,,,1,1987,1987,,,,,
77904,R Haves,1941,Germany,1,1987,1987,,,,,2148
77905,M Schlaugat,1957,Germany,15,1981,1987,6,4,5,56.7,2230
18056,V Eingorn,1956,Ukraine,497,1977,2016,152,63,269,59.2,2493
15098,Kupreichik,1949,Belarus,"1,456",1962,2017,639,421,390,57.5,2370
62039,H Anders,,,2,1987,1987,,,,,
77890,N Stevens,,,1,1987,1987,,,,,
77891,A T Maxion,1951,United States of America,1,1987,1987,,,,,
91492,C Drechsler,1966,Switzerland,10,1987,2016,1,7,2,20.0,2161
56401,U Eggenberger,1940,Switzerland,5,1987,2005,1,4,0,20.0,1809
15783,R Tomczak,1961,Germany,24,1987,2007,8,13,3,39.6,2283
19057,L Lako,1935,Hungary,3,1987,1991,,,,,2059
63184,C Janzen,1936,Germany,2,1987,1989,,,,,1644
19759,M Borriss,1970,Germany,141,1987,2007,43,56,42,45.4,2427
29034,D Hottes,1935,Germany,18,1960,1988,0,11,7,19.4,1960
33760,G Lombardi,,,1,1987,1987,,,,,
33761,K Hardesty,,,1,1987,1987,,,,,
17900,R Wegelin,1967,Switzerland,5,1987,1995,3,1,1,70.0,1800
77906,M de Zeeuw,1963,Netherlands,2,1987,1992,,,,,
25867,R Witt,1950,Netherlands,64,1970,2010,10,28,26,35.9,2103
77914,A Grosch,,,1,1987,1987,,,,,
77915,J Grabenhorst,1961,Germany,1,1987,1987,,,,,1823
27495,K Busch,1965,Germany,8,1986,1995,1,4,3,31.2,2350
61501,H Emser,1954,Germany,3,1987,1995,,,,,1822
77928,D Orseth,1955,Norway,8,1981,2008,4,2,2,62.5,2270
33013,H Tiemann,1934,Germany,98,1973,2009,19,26,53,46.4,
84717,D Chaplin,,,1,1987,1987,,,,,
62865,Feszling,,,5,1983,1988,4,1,0,80.0,
63054,Scheppeit,,,1,1987,1987,,,,,
33810,J Jenal,1951,Switzerland,6,1987,2016,1,4,1,25.0,2006
33811,K Grossen,,,1,1987,1987,,,,,
34681,R Fengsrud,,,4,1985,1991,3,1,0,75.0,
63060,Marthinsen,,,1,1987,1987,,,,,
14280,P Cramling,1963,Sweden,"1,479",1980,2020,429,225,491,58.9,2464
25510,C Landenbergue,1964,Switzerland,186,1983,2016,45,67,70,44.0,2331
124756,V A Walsh,,,6,1947,1991,2,4,0,33.3,
33745,T Schmitt,,,2,1987,1997,,,,,
19858,M Fierz,1971,Switzerland,22,1987,2006,5,12,5,34.1,2347
12704,Kunze,,,1,1987,1987,,,,,
33870,Kronberg,,,1,1987,1987,,,,,
33871,Ormond,,,1,1987,1987,,,,,
26684,Z Basagic,1947,Yugoslavia,93,1972,2008,25,42,26,40.9,2316
13691,Pachman,,,"1,181",1940,1999,378,196,604,57.7,
40745,Al Awadi,,,1,1987,1987,,,,,
73554,Gaeta,,,1,1987,1987,,,,,
60140,M Reichel,,,13,1987,1990,8,2,3,73.1,
73546,S Feick,1965,Germany,4,1987,1989,1,3,0,25.0,2210
65639,Georg Schmidt,1976,Germany,13,1987,2004,4,6,3,42.3,2346
59838,W Wittig,1954,Germany,2,1987,1987,,,,,
73557,S Gelzenleichter,1936,Germany,2,1964,1987,,,,,2145
73568,Papoushek,,,1,1987,1987,,,,,
73569,Lutsar,,,1,1987,1987,,,,,
41196,K Rapatinski,1969,Germany,2,1987,1990,,,,,2191
39577,H Hermesmann,1956,Germany,11,1987,2001,3,6,2,36.4,2212
73550,Bortmann,,,1,1987,1987,,,,,
33776,P Polland,,,6,1987,1990,5,0,1,91.7,
73558,M Hancas,1958,Romania,1,1987,1987,,,,,
45057,E G Reicher,1930,Romania,31,1951,1993,4,17,10,29.0,2310
93667,R Altrock,1944,Germany,2,1987,1997,,,,,2051
18201,R Borngaesser,1951,Germany,58,1966,1997,22,20,16,51.7,2353
39082,Moller,,,1,1987,1987,,,,,
73555,Krasborg,,,1,1987,1987,,,,,
73560,P Lieven,,,1,1987,1987,,,,,
73561,P van Helvoort,1956,Netherlands,1,1987,1987,,,,,1604
73563,Kolenbet,,,1,1987,1987,,,,,
24658,B Schipkov,1962,Russia,25,1976,1993,10,3,12,64.0,2330
77909,Coppen,,,1,1987,1987,,,,,
77910,Bass,,,2,1938,1987,,,,,
77912,He Fengquan,,,1,1987,1987,,,,,
77913,Yu Xiaodong,,,1,1987,1987,,,,,
33766,F Mayr,1951,Austria,4,1983,2012,1,3,0,25.0,2005
30798,E Sneiders,1912,Latvia,6,1955,1989,2,4,0,33.3,
74836,R Grosshans,1963,Germany,13,1986,1999,7,1,5,73.1,2056
29037,H Dietz,1969,Germany,2,1987,1988,,,,,2290
32760,G Kadas,1936,Hungary,5,1976,1994,4,1,0,80.0,
77919,W Preckwinkel,,,1,1987,1987,,,,,
77920,W Rottstaedt,1958,Germany,2,1987,1987,,,,,2232
25908,R Sieberg,1954,Germany,5,1979,1991,2,3,0,40.0,1891
77926,B Stanescu,,,1,1987,1987,,,,,
63288,M Ciszek,1963,Poland,4,1987,1990,1,3,0,25.0,2246
115875,S Pielaet,,,1,1987,1987,,,,,
33688,A Magalotti,1961,Italy,7,1986,2005,,,,,2135
87603,F Izeta Txabarri,1961,Spain,128,1986,2014,30,49,44,42.3,2452
14821,A Schneider,,,9,1987,1993,3,3,3,50.0,
77887,D Murray,,,1,1987,1987,,,,,
65108,M Wood,,,2,1987,1991,,,,,
33593,W Pohl,1970,Germany,18,1976,2004,5,10,3,36.1,2108
97519,M C Machius,1965,Germany,4,1987,1995,0,3,1,12.5,2275
49485,Dusan Rajkovic,1942,Yugoslavia,395,1962,2019,103,117,175,48.2,2267
63359,J R Stopa,1953,United States of America,6,1977,2011,2,3,1,41.7,2088
49015,C W Baker,1958,United Kingdom,40,1974,2011,11,17,12,42.5,2227
31387,Friedrich,,,3,1956,1987,,,,,
30795,H Rost,,,8,1987,1990,1,4,3,31.2,
24627,M Hertweck,,,1,1987,1987,,,,,
17586,Ftacnik,1957,Slovakia,"2,137",1973,2020,701,345,1061,58.4,2510
30916,E Winkler,1934,Germany,13,1979,1989,3,10,0,23.1,
92335,Edmund Adam,1894,Germany,14,1937,1987,5,8,1,39.3,
34099,H Schild,,,2,1987,1988,,,,,
18000,S Mariotti,1946,Italy,292,1967,2014,93,88,110,50.9,2278
59824,N Lipowsky,,,1,1987,1987,,,,,
27367,R Forster,1975,Switzerland,176,1987,2018,67,52,51,54.4,2442
53699,J Sosna,1960,Czech Republic,49,1986,2010,28,11,10,67.3,2350
63963,M Muron,1958,Czech Republic,6,1987,1996,3,3,0,50.0,2189
15793,E Torre,1951,Philippines,"1,307",1968,2019,449,267,566,57.1,2437
20748,G Hjorth,1963,Australia,31,1977,1990,6,14,11,37.1,2378
11751,J M Hodgson,1963,United Kingdom,630,1976,2002,221,162,231,54.8,2609
87720,V Kalinin,,,4,1986,1987,0,3,1,12.5,
47275,P W Stuart,1947,New Zealand,274,1964,2014,66,97,111,44.3,1981
16249,Adianto,1965,Indonesia,716,1980,2016,269,159,208,58.6,2566
26814,M Z Ali,,,1,1987,1987,,,,,2305
20277,B Westin,1927,Sweden,2,1987,1987,,,,,1996
77883,J Lakdawala,,,6,1984,1987,2,2,2,50.0,
46230,M Nietman,1960,United States of America,4,1987,2001,,,,,
157573,J Randall Dean,,,4,1987,1987,2,1,1,62.5,
15562,W M Duckworth,1954,United States of America,25,1981,2012,7,12,5,39.6,2152
157607,Raymond W Wissig,,,1,1987,1987,,,,,
48488,S Scorza,1923,Switzerland,5,1975,1987,2,3,0,40.0,
109075,N S Akamine,1970,United States of America,2,1987,1987,,,,,
157631,Vincent John Marai,,,1,1987,1987,,,,,
157632,Luke Hornof,,,1,1987,1987,,,,,
157636,Theodore Uehling,,,1,1987,1987,,,,,
157602,John A Anderson,,,2,1987,1987,,,,,
157634,Arthur Iodice,,,2,1987,1987,,,,,
13837,J L Arnason,1960,Iceland,437,1977,2017,118,116,202,50.2,2410
44093,R Huque,,,4,1986,1989,,,,,
18101,B Andonov,1959,Bulgaria,85,1981,2009,22,33,30,43.5,2303
19028,D Pergericht,1956,Belgium,30,1979,1990,6,17,7,31.7,2285
15401,Suba,,,"1,244",1972,2015,528,276,422,60.3,2146
24849,I Madl,1969,Hungary,236,1985,2015,60,55,104,51.1,2322
14748,L Eperjesi,1943,Hungary,160,1967,2013,39,37,84,50.6,2034
14353,I Radulov,1939,Bulgaria,515,1961,2013,110,143,262,46.8,2245
35416,M Dubois,1959,France,32,1988,2020,11,19,2,37.5,1802
73617,C Coudray,1973,France,1,1988,1988,,,,,1837
28602,F La Rota,1950,Colombia,72,1977,2008,24,29,12,46.2,2202
81835,J Sarwer,1978,Canada,21,1985,2016,7,11,3,40.5,2266
51727,R Babaev,1981,Azerbaijan,75,1988,2009,28,19,28,56.0,2525
34227,Moskoviev,,,1,1988,1988,,,,,
83066,J Armas,1955,Romania,53,1977,2007,20,15,18,54.7,2294
33887,T Hartung,1957,Germany,4,1987,2012,0,3,1,12.5,1914
73585,A Ivan,,,1,1988,1988,,,,,
73586,R Schmidt,,,2,1974,1988,,,,,
34442,Gorbunov,,,2,1988,1989,,,,,
73090,Kutznetsov,,,2,1969,1988,,,,,
152057,I Buzzo,,,1,1988,1988,,,,,
73615,Gianola,,,1,1988,1988,,,,,
38919,Beck,,,2,1988,1988,,,,,
14218,Vaisser,1949,Kazakhstan,572,1965,2019,166,109,240,55.5,2504
34508,A Mutzner,1950,Switzerland,2,1988,1990,,,,,
73593,M Masschaele,1950,Belgium,1,1988,1988,,,,,
73596,Blisz,,,1,1988,1988,,,,,
73597,Hantel,,,1,1988,1988,,,,,
27427,Toth,,,8,1948,1995,4,4,0,50.0,
73603,L Csuri,1955,Hungary,1,1988,1988,,,,,1969
73605,Thierry,1943,Netherlands,1,1988,1988,,,,,1621
121999,H Abels,1945,Netherlands,5,1965,1991,1,4,0,20.0,1858
69365,J Palkovi,1967,Hungary,45,1988,2008,12,17,15,44.3,2383
41475,Kiss,,,2,1934,1988,,,,,
52271,F Snijders,1956,Netherlands,10,1987,2003,4,6,0,40.0,1880
15604,E Donaldson-Akhmilovskaya,1957,Russia,104,1975,2003,23,35,45,44.2,2375
77956,J Brundell vs Gusta,,,1,1988,1988,,,,,
33566,son,,,2,1986,1988,,,,,
24581,B Hund,1959,Germany,89,1978,2014,27,28,34,49.4,2092
25555,A Hegeler,1965,Germany,13,1986,2001,5,6,2,46.2,2112
30710,B Knorr,,,29,1980,1990,16,7,6,65.5,
73580,W Wittal,1949,Germany,2,1988,1988,,,,,
73581,H Eschle,1955,Germany,4,1988,2013,,,,,1831
73582,A Schussler,,,1,1988,1988,,,,,
73587,Anders,,,1,1988,1988,,,,,
73588,Samendankas,,,1,1988,1988,,,,,
73599,Lauverjon,,,1,1988,1988,,,,,
73600,Delber,,,1,1988,1988,,,,,
73607,Jericevic,,,1,1988,1988,,,,,
73608,Radiojevic,,,1,1988,1988,,,,,
62044,F Wossning,1941,Germany,3,1988,1990,,,,,
77945,A Zeltwanger,1956,Germany,1,1988,1988,,,,,2202
77976,L G Eklund,1966,Sweden,1,1988,1988,,,,,2149
77977,J Hogberg,1964,Sweden,1,1988,1988,,,,,
14819,Kavalek,1943,Czech Republic,"1,066",1958,1998,320,191,548,56.1,2527
124700,Paul Schmidt,,,7,1939,2005,2,5,0,28.6,
10113,Blatny,1968,Czech Republic,"1,219",1984,2017,512,342,353,57.0,2316
148100,M Werner,1963,Germany,2,1988,1988,,,,,2082
34210,W Homuth,1963,Germany,3,1988,1991,,,,,2158
27234,W Koenig,1965,Germany,7,1988,1993,,,,,2280
28180,A Mende,1967,Germany,12,1988,2013,5,7,0,41.7,2141
77931,M Tyrtania,1965,Germany,5,1988,2000,0,3,2,20.0,2249
63223,L Simchen,,,9,1988,1990,7,2,0,77.8,
77966,R Koopmann,1965,Germany,1,1988,1988,,,,,2234
77967,U Budde,1963,Germany,1,1988,1988,,,,,
77968,T Bittner,1972,Germany,1,1988,1988,,,,,2146
77969,B Menge,,,1,1988,1988,,,,,
19719,M Peek,1961,Netherlands,130,1984,2016,31,46,53,44.2,2253
13853,G Canfell,1970,Australia,40,1988,2011,13,20,7,41.2,2223
37155,L Omelchenko,1922,Russia,25,1949,1991,8,8,9,50.0,2176
77986,T Wiersma,1950,Netherlands,9,1973,1991,5,4,0,55.6,2159
70664,Mephisto,,,57,1983,1998,23,29,5,44.7,
52945,A Bachmann,1955,Germany,24,1972,2008,7,12,5,39.6,2192
131689,R Samo,,,2,1974,1988,,,,,
34037,M Visco,,,9,1988,1988,4,5,0,44.4,
34032,J Brazlik,,,10,1988,1988,3,6,1,35.0,
34114,A de Neef,,,1,1988,1988,,,,,
33827,P Millican,1958,United Kingdom,15,1987,1994,11,0,4,86.7,
19796,J Michalek,1960,Czech Republic,45,1988,2005,11,18,16,42.2,2275
17830,A Balzar,1967,Germany,33,1988,2006,14,7,12,60.6,2314
17478,A Sydor,1937,Poland,91,1958,1995,16,26,49,44.5,2325
32613,Jensen,,,8,1912,1988,3,5,0,37.5,
59959,Bruckert,,,1,1988,1988,,,,,
78119,R Flugrat,,,8,1988,1990,1,5,2,25.0,
94614,B Fritze,1957,Germany,4,1988,1991,1,2,1,37.5,2158
25905,H Einarsson,1966,Iceland,87,1984,2019,29,39,19,44.3,2258
77955,J Nobs,1955,Switzerland,1,1988,1988,,,,,1985
77957,G Handke,1968,Germany,1,1988,1988,,,,,2147
77965,Garbap vs I Berezo,,,2,1988,1988,,,,,
60294,J Belic,1964,Yugoslavia,46,1988,2011,15,12,19,53.3,2256
78224,B Pilotelle,1971,France,3,1988,1991,,,,,1979
14258,P Burkart,1968,Germany,16,1987,2019,4,9,3,34.4,2322
28063,G Haubt,1945,Germany,29,1972,2017,4,10,15,39.7,2083
16983,Zlochevskij,1963,Russia,40,1988,2009,6,10,24,45.0,2489
77988,U Petakov,1965,Yugoslavia,2,1988,2011,,,,,2248
34046,H Doumont,,,6,1988,1988,5,0,1,91.7,
33481,D Peter,,,9,1969,1988,3,5,1,38.9,
34156,A Wellinghausen,,,1,1988,1988,,,,,
34157,C Reinhard,,,1,1988,1988,,,,,
34176,W Kugler,,,2,1988,1988,,,,,
20548,G Steiner,1966,Austria,2,1988,1994,,,,,2146
29516,Hofmann,,,2,1980,1988,,,,,
34194,H S Hsieh,,,1,1988,1988,,,,,
52350,Trufanov,,,1,1988,1988,,,,,2240
59902,Kulikov,,,1,1988,1988,,,,,
59961,I Braskin,,,7,1984,1989,1,5,1,21.4,
66644,H Lodes,1960,Germany,7,1988,2016,0,5,2,14.3,2094
34031,B Beckman,,,12,1988,1988,,,,,
33996,M Ballan,,,6,1988,1988,,,,,
34140,J Millett,,,1,1988,1988,,,,,
11186,Koltanowski,1903,Belgium,400,1921,1994,99,45,66,62.9,
59141,C Schroeder,1959,Germany,25,1981,2017,8,10,7,46.0,2166
36857,K Casey,1955,United States of America,6,1988,2008,5,0,1,91.7,2070
125525,L Piedmont,,,1,1988,1988,,,,,
137039,L Hansen,1970,Denmark,2,1988,1997,,,,,2223
19597,K Rasmussen,1965,Denmark,157,1980,2017,31,45,36,43.8,2414
73583,O Gant,1968,Romania,1,1988,1988,,,,,2195
68585,K Kauschmann,1940,Germany,5,1983,2000,4,1,0,80.0,2109
73609,D Meybohm,,,2,1988,1988,,,,,
73610,Grosch,,,1,1988,1988,,,,,
60118,T Plath,,,4,1988,1989,,,,,
77983,H Prodinger,,,1,1988,1988,,,,,
27169,G Kosanovic,1962,Yugoslavia,141,1986,2019,33,26,82,52.5,2310
33765,M Liimatta,,,2,1987,1988,,,,,
138218,W Muth,,,1,1988,1988,,,,,
34179,Pancovic,,,1,1988,1988,,,,,
34180,Kirev,,,1,1988,1988,,,,,
73604,Turin,,,2,1988,1992,,,,,
37464,F van der Vliet,1948,Netherlands,124,1964,2001,26,46,51,41.9,2266
60263,K Kunze,1971,Germany,9,1988,2000,1,6,2,22.2,2037
14058,A V Kovalev,1961,Belarus,335,1981,2017,126,62,140,59.8,2498
50533,W Sparreboom,1946,Netherlands,16,1988,2013,3,11,2,25.0,1895
24130,R Bellin,1952,United Kingdom,358,1969,2019,98,103,157,49.3,2313
77978,J Kucharkowski,,,2,1988,1989,,,,,
28250,A Bofill Mas,1960,Spain,2,1988,1989,,,,,2323
73594,Magerciak,,,1,1988,1988,,,,,
73595,Mathon,,,1,1988,1988,,,,,
78128,J U Trippe,,,1,1988,1988,,,,,
73602,B Skonieczna,1957,Poland,1,1988,1988,,,,,
41809,Szigethy,,,2,1956,1988,,,,,
73622,L Deak,1957,Hungary,1,1988,1988,,,,,1903
77935,D Garrity,,,1,1988,1988,,,,,
77942,D Sroka,1961,Germany,1,1988,1988,,,,,1739
77943,M Hasenoeder,1960,Germany,1,1988,1988,,,,,
77948,Fomin,,,1,1988,1988,,,,,
77949,Fedossov,,,1,1988,1988,,,,,
59965,P Carrasco,1963,France,6,1981,2001,1,5,0,16.7,2069
29796,Constellation,,,15,1985,1989,1,11,3,16.7,
77984,M Roma 68000,,,2,1988,1988,,,,,
89851,D Mueller,,,1,1988,1988,,,,,
89852,S Pieper,,,1,1988,1988,,,,,
77970,Marc Weber,1965,Germany,6,1987,1999,,,,,2198
11726,K Mueller,1970,Germany,186,1988,2015,58,40,88,54.8,2532
77981,M Schaefer,1961,Germany,15,1988,2009,6,9,0,40.0,2141
60806,R Schmidt-Brauns,1964,Germany,4,1988,1991,1,3,0,25.0,1994
52778,H Guennewig,1966,Germany,8,1988,2001,2,5,1,31.2,2006
30517,H Alber,1963,Germany,17,1988,2017,4,8,5,38.2,2271
13867,Lautier,1973,Canada,"1,315",1986,2009,330,254,517,53.5,2658
33998,N S Nilsson,1935,Denmark,40,1979,2001,15,17,8,47.5,
34034,T Korhonen,,,7,1988,1989,1,6,0,14.3,
34033,C Groeneveld,1922,Netherlands,21,1947,1991,8,11,2,42.9,
61204,M Hayami,,,4,1987,2000,1,3,0,25.0,
24250,V Pupols,1934,Latvia,91,1954,2015,34,44,13,44.5,1970
77933,R Rundle,,,1,1988,1988,,,,,
77934,J Rooswa,,,1,1988,1988,,,,,
77944,T Heinsohn,1958,Germany,2,1988,1997,,,,,2146
17619,T Rakic,1934,Yugoslavia,75,1957,1995,19,27,29,44.7,2328
77950,Voloschin,,,1,1988,1988,,,,,
77951,Forarasi,,,1,1988,1988,,,,,
77959,J Rascher,,,1,1988,1988,,,,,
77960,W Seemann,,,1,1988,1988,,,,,
77962,P Topholm,,,1,1988,1988,,,,,
77963,R Pape,,,2,1979,1988,,,,,
50613,J P Boudre,1954,France,83,1980,2007,27,35,21,45.2,2263
73847,V Kedrov,1959,Russia,7,1988,2007,1,2,4,42.9,2034
108342,S G Simonenko,1960,Turkmenistan,67,1988,2008,24,23,20,50.7,2389
77975,B Fartmann,1964,Germany,1,1988,1988,,,,,2042
61259,E Weinzettl,1959,Austria,75,1987,2017,23,22,30,50.7,2166
13144,Anderson,,,2,1938,1988,,,,,
32274,Edwards,,,3,1903,1988,,,,,
29321,I Manolov,1952,Bulgaria,32,1963,2009,6,16,10,34.4,2234
108239,O Rause,1962,Latvia,33,1987,2003,12,10,11,53.0,2192
92489,Berland,,,1,1988,1988,,,,,
63244,P Jerabek,1957,Czech Republic,10,1988,1991,2,7,1,25.0,2219
34057,G Hladik,,,4,1988,1988,,,,,
84247,M Brohl,,,1,1988,1988,,,,,
34154,W Glaeser,1954,Germany,2,1988,1988,,,,,2090
16299,Bareev,,,"1,399",1981,2019,379,225,510,56.9,2638
33097,Manfred Ripper,,,4,1981,1988,3,0,1,87.5,
34038,G Benkmann,,,2,1988,1988,,,,,
34039,T Nygren,,,1,1988,1988,,,,,
34056,D Keith,,,8,1988,1991,6,1,1,81.2,
34049,G Niemand,1931,Austria,15,1970,1991,11,3,1,76.7,
34053,G Marcotulli,1956,Italy,11,1988,2002,1,8,2,18.2,
34054,A Stanitz,,,8,1988,1988,2,5,1,31.2,
34035,S Sekala,,,12,1988,1988,3,9,0,25.0,
34135,Obraszov,,,1,1988,1988,,,,,
34136,Parumian,,,1,1988,1988,,,,,
34237,H Kraus,,,1,1988,1988,,,,,
18486,M Fabbri,1949,Italy,6,1974,2005,2,4,0,33.3,2156
93110,A Doherty,,,1,1988,1988,,,,,
93111,M Ashby,,,1,1988,1988,,,,,
96730,Gerd Kurr,1964,Germany,2,1988,1993,,,,,2200
34141,S Whittle,,,1,1988,1988,,,,,
97520,T E Sawyer,1953,United States of America,10,1984,2014,2,8,0,20.0,
10904,Piket,,,"1,515",1981,2002,393,282,575,54.4,2624
18054,T Karolyi Jr.,1961,Hungary,108,1978,2007,26,37,45,44.9,2319
29727,Smejkal,1946,Czech Republic,"1,914",1960,2001,736,305,855,61.4,2504
