indeks_igre,prvi_igralec,prvi_id,drugi_igralec,drugi_id,izid,stevilo_potez,leto,kraj,odprtje_neka_stevilka,odprtje
1251098,A Fix,77717,A Shahin,77718,0-1,12,1982,Winston-Salem,B32,Sicilian
1251112,A Rashas,77732,R Haag,11410,0-1,12,1982,cr,E12,Queen's Indian
1251116,H Nishimura,47157,M Wiedenkeller,26174,0-1,12,1982,Copenhagen,C02,"French, Advance"
1543589,M P Dreyer,40965,M F Noble,109262,0-1,12,1982,NZ Junior Ch,C41,Philidor Defense
1109963,Le Clercq,41483,Zsuzsa Polgar,15162,0-1,13,1982,London,B22,"Sicilian, Alapin"
1798030,K Hansen,153312,N Meldgaard,153313,0-1,13,1982,DEN-ch int U18,D30,Queen's Gambit Declined
1034913,K Aseev,17703,Bronstein,16521,0-1,14,1982,Moscow-ch,B16,"Caro-Kann, Bronstein-Larsen Variation"
1077312,Lazarus,33122,A Dobrinine,33123,0-1,14,1982,corres ICCF,C35,"King's Gambit Accepted, Cunningham"
1077333,D Ferens,33150,B Wall,32393,0-1,14,1982,Dayton,C25,Vienna
1077336,B Wall,32393,Richard Fable,33154,0-1,14,1982,Dayton,C36,"King's Gambit Accepted, Abbazia Defense"
1369625,V Drueke,91549,C Dullaert,91555,0-1,14,1982,Theme2 corr,A45,Queen's Pawn Game
1723029,K Regan,14848,P Littlewood,24578,0-1,14,1982,National Club Championship,C45,Scotch Game
1957376,T Schumann,162465,R Speaks,150195,0-1,14,1982,Missouri,C50,Giuoco Piano
1032964,F Braga,20924,J Hase,20700,0-1,15,1982,ch.Met.x Equipos,C58,Two Knights
1243413,A Jansson,72865,Berend,73339,1-0,10,1982,EU-ch U20,B50,Sicilian
1140652,Huebner,14098,Tal,14380,0-1,14,1982,Hoogovens,C69,"Ruy Lopez, Exchange, Gligoric Variation"
1284211,Angantysson,22462,K Kaiszauri,18193,1-0,15,1982,Reykjavik op,B08,"Pirc, Classical"
1080048,Hebden,13751,M Stean,37449,0-1,15,1982,Marbella Zonal Final Group,C39,King's Gambit Accepted
1243459,B Ivanovic,14795,Grigic,73399,1-0,9,1982,Vinkovci,B27,Sicilian
1058345,Hort,11743,P Ostermeyer,15664,1-0,14,1982,Dortmund,D01,Richter-Veresov Attack
1251123,Chekhov,15410,Razuvaev,46981,1-0,11,1982,Moscow,A04,Reti Opening
1243427,Adorjan,14589,L Zsinka,19064,1-0,10,1982,Elekes Memorial 7th,A17,English
1016057,Adorjan,14589,L Zsinka,19064,1-0,12,1982,Elekes Memorial 7th,A32,"English, Symmetrical Variation"
1601688,M Trepp,37555,E Bentzen,128132,0-1,12,1982,Politiken Cup,C45,Scotch Game
1413998,H Reefschlaeger,45225,V Ruehrig,28146,1-0,14,1982,Bundesliga 1981/82,D13,"Queen's Gambit Declined Slav, Exchange Variation"
1251124,Plachetka,17550,Pribyl,17567,0-1,12,1982,CSR-ch,B29,"Sicilian, Nimzovich-Rubinstein"
1798038,D Moody,32905,Les LeRoy Smith,152092,1-0,15,1982,Michigan Open,C40,King's Knight Opening
2000417,L Gutman,14496,C Azzopardi,39507,1-0,14,1982,Chess Olympiad,A04,Reti Opening
1243449,S M Husain,73387,W Zabasajja,91688,1-0,8,1982,Chess Olympiad,A40,Queen's Pawn Game
1251107,C S M Franco,20896,G Madikwe,77728,1-0,10,1982,Chess Olympiad,D11,Queen's Gambit Declined Slav
1243447,A Hausner,114245,M Wiese-Jozwiak,92571,0-1,10,1982,Chess Olympiad (Women),A06,Reti Opening
1243450,Y Diop,73392,Y M Rashid,141985,1-0,11,1982,Chess Olympiad,D02,Queen's Pawn Game
1329010,Beliavsky,13755,M Stean,37449,1-0,15,1982,Chess Olympiad,B97,"Sicilian, Najdorf"
2010085,J Liew,118961,I Hakki,17262,0-1,13,1982,Chess Olympiad,B53,Sicilian
1820077,A F Ker,14539,B W Freeman,111743,1-0,9,1982,90th NZ Ch Premier Reserve,B07,Pirc
1243467,D D van Geet,10950,O Sande,90244,1-0,6,1983,cr,A00,Uncommon Opening
1243469,M Vodiska,73413,Fejes,73414,1-0,7,1983,corr,B17,"Caro-Kann, Steinitz Variation"
1251138,G Peisert,77764,G Nuckols,77765,1-0,7,1983,Dayton,D06,Queen's Gambit Declined
1243463,Sanahuja,73404,Fernandez,37703,1-0,8,1983,Badalona,A27,"English, Three Knights System"
1243465,Knobloch,73407,R Schlenker,30508,1-0,8,1983,FRG,A10,English
1243470,R P Klabunde,73415,Snijder,73416,1-0,8,1983,Denver open,B00,Uncommon King's Pawn Opening
1077431,B Wall,32393,V Greenwalt,77766,1-0,9,1983,Dayton,C37,King's Gambit Accepted
1243472,Herrings,73419,Janssen,73420,1-0,9,1983,HMC,C40,King's Knight Opening
1243474,Schalkow,73425,Bogun,73426,1-0,9,1983,Leningrad,B32,Sicilian
1243480,Gurejev,73437,Boiko,73438,1-0,9,1983,Stawropol,B44,Sicilian
1251136,C Campelli,77791,G Gainer,77761,1-0,9,1983,Dayton,D11,Queen's Gambit Declined Slav
1251137,M Bass,77762,R Kennedy,77763,1-0,9,1983,Columbus,D07,"Queen's Gambit Declined, Chigorin Defense"
1243464,Alexandrin,73405,Kuklow,73406,1-0,10,1983,Belgorod,E17,Queen's Indian
1243473,Sakirsjanow,73423,Usmanow,73424,1-0,10,1983,Kasan,C45,Scotch Game
1243477,G Lane,13776,J Flesch,14596,1-0,10,1983,Ramsgate,B22,"Sicilian, Alapin"
1243479,K Langeweg,14687,E ten Haaf,73338,1-0,10,1983,Simul,C23,Bishop's Opening
1251130,P Karoly,77756,H Karoly,77757,1-0,10,1983,cr,B40,Sicilian
1225240,D Shirley,59620,R Bullock,33055,1-0,11,1983,Dayton,C58,Two Knights
1251126,P Brown,32606,Y Farges,46495,1-0,11,1983,NWC February,B22,"Sicilian, Alapin"
1251127,D Wade,77752,J McCormick,39288,1-0,11,1983,NWC February,A45,Queen's Pawn Game
1251131,Schneider,23182,J Zarik,33177,1-0,11,1983,Wisconsin,B32,Sicilian
1251141,B Wall,32393,B Holsapple,33153,1-0,11,1983,Dayton,C10,French
1251146,E Kerney,77740,J D Everidge,77773,1-0,11,1983,Xenia,B18,"Caro-Kann, Classical"
1702815,R Hills,142450,T J Carr,142451,1-0,11,1983,corr,B00,Uncommon King's Pawn Opening
1725689,A Chernin,13898,A Kveinys,17778,1-0,11,1983,Mikenas Cup,A21,English
1754082,G Chandler,43666,NN,12883,1-0,12,1983,Stockbridge,C50,Giuoco Piano
1077424,B Wall,32393,R Jones,141841,1-0,12,1983,Dayton,C30,King's Gambit Declined
1077449,Mishinski,33266,Mametsanov,33267,1-0,12,1983,USSR club Ch,C37,King's Gambit Accepted
1229310,M Ale,62881,Geus,23822,1-0,12,1983,corres NLD,C28,Vienna Game
1251132,R Huerta,20750,W Sariego Figueredo,69079,1-0,12,1983,Bayamo,D07,"Queen's Gambit Declined, Chigorin Defense"
1251139,G Tidd,77767,M Greenwalt,77775,1-0,12,1983,Xenia,C29,Vienna Gambit
1251143,L Karlsson,18045,L Bass,18701,1-0,12,1983,Norway,A34,"English, Symmetrical"
1251144,R Bela,77770,E Pal,77771,1-0,12,1983,cr,A30,"English, Symmetrical"
1251151,J Cruz Lima,117180,K Frey Beckman,94756,1-0,12,1983,Havana-2,D37,Queen's Gambit Declined
1369636,U Springer,98319,R Sancholle,98320,1-0,12,1983,Theme2 corr,A45,Queen's Pawn Game
1743812,M V Golubev,14511,Sharabun,148851,1-0,12,1983,Dnepropetrovsk jr,C42,Petrov Defense
1077446,Susan Mills,32301,C Demagila,33264,1-0,13,1983,San Francisco,C37,King's Gambit Accepted
1666598,K Ferenc,137244,H James,110764,1-0,13,1983,corr,B29,"Sicilian, Nimzovich-Rubinstein"
1077428,M Davison,94390,E Friel,33246,1-0,14,1983,Dayton,C35,"King's Gambit Accepted, Cunningham"
1077438,B Olk,33256,J Ganem,33257,1-0,14,1983,Madison Wisconsin,C33,King's Gambit Accepted
1702819,D Hamilton,37409,S Booth,24066,1-0,14,1983,AUS-corr ch,E54,"Nimzo-Indian, 4.e3, Gligoric System"
1743822,M V Golubev,14511,I Dayen,148857,1-0,14,1983,Odessa (local competitions),C55,Two Knights Defense
1077413,A Mazzeo,33228,Bandoni,33229,1-0,15,1983,corres Italy,C36,"King's Gambit Accepted, Abbazia Defense"
1301595,M Ronczkowski,87045,A G Ivanov,87046,1-0,15,1983,EU-chT3 corr8392,D09,"Queen's Gambit Declined, Albin Counter Gambit, 5.g3"
1361602,C Eagle,27173,R Beltramello,97218,1-0,15,1983,Detroit East op,B86,"Sicilian, Fischer-Sozin Attack"
1387499,G Negro Frer,100703,J Maurin,100704,1-0,15,1983,ITA-CAN corr,B21,"Sicilian, 2.f4 and 2.d4"
1702821,R Jamieson,26667,K Hagglof,142457,1-0,15,1983,Australiav Sweden corr match,C63,"Ruy Lopez, Schliemann Defense"
1251128,L Darling,77753,R Wood,77754,0-1,2,1983,NWC April,A00,Uncommon Opening
1251148,M Greenwalt,77775,B Wall,32393,0-1,6,1983,Dayton,A02,Bird's Opening
1077423,Heckman,33242,K Rhodes,33243,0-1,8,1983,Dayton,C30,King's Gambit Declined
1243462,W Verdonk,125759,Nobbe,73376,0-1,8,1983,'s-Hertogenbosch,A40,Queen's Pawn Game
1251140,V Greenwalt,77766,B Wall,32393,0-1,8,1983,Dayton,E20,Nimzo-Indian
1251145,M Ferrell,77772,B Wall,32393,0-1,8,1983,Dayton,A11,"English, Caro-Kann Defensive System"
1229318,K Braeunlin,49288,H Soelch,62883,0-1,9,1983,WURT-ch Friedrichshafen,C25,Vienna
1243468,Cavallo,73411,Barrera,73412,0-1,9,1983,cr Argentina,C47,Four Knights
1077375,S Buecker,28753,C Herbrechtsmeier,28095,0-1,10,1983,Baden Baden op,C34,King's Gambit Accepted
1243476,J Roczniak,73429,W Ziewiec,73430,0-1,10,1983,Radom,A00,Uncommon Opening
1251129,B Holsapple,33153,B Wall,32393,0-1,10,1983,Dayton,B44,Sicilian
1077426,P Brigner,33244,B Harmon,33245,0-1,11,1983,Dayton,C33,King's Gambit Accepted
1251135,C Campelli,77791,B Wall,32393,0-1,11,1983,Dayton,D20,Queen's Gambit Accepted
1251147,G S Perks,77706,B Moraja,77774,0-1,11,1983,Dayton,B15,Caro-Kann
1251150,G Schwartz,77777,R Junge,28130,0-1,11,1983,cr,C13,French
1702814,C E Edwards,142449,G Morris,63219,0-1,11,1983,corr,E12,Queen's Indian
1251133,M Howard,111740,P C Long,142837,0-1,12,1983,Ohio,D52,Queen's Gambit Declined
1251142,W Gwin,77769,B Wall,32393,0-1,12,1983,Dayton,C01,"French, Exchange"
1077412,L Pantaleoni,60025,A Bonatti,33227,0-1,13,1983,corres ITA/CSA,C39,King's Gambit Accepted
1345987,H Van Bommel,94836,G Welling,31072,0-1,13,1983,"Eindhoven, club",A02,Bird's Opening
1957377,Bentrup,162466,T Suits,162467,0-1,13,1983,Missouri,D80,Grunfeld
1077380,H Westerinen,79807,S N Arkhipov,16948,0-1,14,1983,Budapest HUN,C33,King's Gambit Accepted
1698369,K McDonald,141573,H Hillman,141586,0-1,14,1983,Dallas,C78,Ruy Lopez
1702822,K Hagglof,142457,R Jamieson,26667,0-1,14,1983,Australia v Sweden corr match,E81,"King's Indian, Samisch"
1282217,Holle,83825,E J Diemer,29926,0-1,15,1983,?,C40,King's Knight Opening
1327206,O Breitenstein,91554,V Drueke,91549,0-1,15,1983,GWG theme corr,A45,Queen's Pawn Game
1666418,F Gustafsson,64212,H Rothen,82656,0-1,15,1983,Eksjo 11th,A07,King's Indian Attack
1462540,Jon R Stephenson,155284,A McIntosh,110818,0-1,15,1983,NZ Premiere Reserve,C39,King's Gambit Accepted
1243471,M Schuit,73417,K Hendrickx-Bulle,73418,1-0,10,1983,NED-ch girls,C02,"French, Advance"
1243475,T J Pirttimaki,34230,Chekhov,15410,0-1,9,1983,Lvov,B03,Alekhine's Defense
2010010,B Stein,18383,K Langeweg,14687,1-0,15,1983,EUR-chT (Men) 8th,C54,Giuoco Piano
1243466,Fischer,77013,Gotz,73408,1-0,7,1983,Brocco op 4th,C00,French Defense
1393485,J Lechtynsky,19037,E Prandstetter,15374,1-0,14,1983,CSR-ch International,E17,Queen's Indian
1667658,B Finegold,27532,D Moody,32905,1-0,15,1983,Motor City Open,C44,King's Pawn Game
1243499,Granter,73465,Haily,73466,1-0,6,1984,Scotland,B32,Sicilian
1251171,H Behrens,77803,W Gscheidlen,77804,1-0,6,1984,BL8384 Braunschweig-Heidelberg,A46,Queen's Pawn Game
1243483,Van Horenbeke,73443,M De Bolster,45619,1-0,7,1984,Brussels,B50,Sicilian
1243493,M Tamminga,73456,R Leenes,73457,1-0,7,1984,Groningen,B07,Pirc
1243485,Wiegel,73444,G Fiebig,63297,1-0,9,1984,cr,A51,Budapest Gambit
1243489,Soedjono,73449,A Byhlin,73450,1-0,9,1984,cr eu Mkl,A45,Queen's Pawn Game
1243498,A Blees,20755,G Grimberg,51953,1-0,9,1984,Ramsgate ol,C46,Three Knights
1251159,B Wall,32393,M Bennett,77789,1-0,9,1984,Milwaukee,D21,Queen's Gambit Accepted
1243492,Balabanow,73454,Moros,73455,1-0,10,1984,Frunse,C44,King's Pawn Game
1243495,Jakowlew,73459,Chalmanski,73460,1-0,10,1984,Kuibyschew,B33,Sicilian
1243501,Malych,73468,Eidelberg,73469,1-0,10,1984,Simferopol,C45,Scotch Game
1251163,S Cregger,77792,J Helman,77793,1-0,10,1984,Kentucky,A10,English
1251167,S Chanawangsa,77799,G Kearse,135452,1-0,11,1984,World Bank,B21,"Sicilian, 2.f4 and 2.d4"
1251153,A Zelner,16755,L Friscoe,32845,1-0,12,1984,Dayton,C61,"Ruy Lopez, Bird's Defense"
1251162,I Polovodin,16878,L Maslov,43824,1-0,12,1984,URS,D85,Grunfeld
1251164,G Holcomb,32842,B Goreff,77794,1-0,12,1984,Columbus,B18,"Caro-Kann, Classical"
1251170,W Schlemermeyer,18342,R Dausch,31040,1-0,12,1984,BL8384 Delmenhorst-Sindelfingen,B00,Uncommon King's Pawn Opening
1718579,I Berezovsky,35128,V Rusel,146186,1-0,12,1984,Odessa,A15,English
1399254,F Lucas,33214,B Van Yperen,102361,1-0,14,1984,corr,B45,"Sicilian, Taimanov"
1610093,B Setterberg,129194,K Nedved,28378,1-0,15,1984,Pittsburgh,D08,"Queen's Gambit Declined, Albin Counter Gambit"
1743888,M V Golubev,14511,V M Golod,28473,1-0,15,1984,Novaya Kachovka,B28,"Sicilian, O'Kelly Variation"
1243482,Z Djordjevic,73441,M Kovacevic,73442,0-1,3,1984,Bela Crkva,A45,Queen's Pawn Game
1251172,D Tobor,77805,W Stamer,63048,0-1,3,1984,corr BRD ch 18,C40,King's Knight Opening
1077520,D Patterson,33353,B Wall,32393,0-1,6,1984,Montgomery,C31,"King's Gambit Declined, Falkbeer Counter Gambit"
1251165,Mogusar,77795,T L Trippe,77796,0-1,6,1984,St. Louis,A02,Bird's Opening
1243496,C A Wieringen,90305,Leenders,73462,0-1,7,1984,Nijmegen,A45,Queen's Pawn Game
1251152,A Stauffer,33156,B Wall,32393,0-1,7,1984,Dayton,C77,Ruy Lopez
1251168,R Wuehler,77800,W Riemer,90353,0-1,7,1984,ICCF WT/I/846,C69,"Ruy Lopez, Exchange, Gligoric Variation"
1251169,M Sheikh,77801,W Riemer,90353,0-1,7,1984,ICCF WT/I/843,B60,"Sicilian, Richter-Rauzer"
1077510,I Maclellan,33346,D Thompson,31721,0-1,8,1984,Denver,C30,King's Gambit Declined
1243491,O Wildgruber,73452,I Eisenhut,73453,0-1,9,1984,Eikamp BRD-ch w-20,C44,King's Pawn Game
1243500,Bangijew,73467,V Malaniuk,17628,0-1,9,1984,Simferopol,A04,Reti Opening
1251155,NN,12883,Dowd,77786,0-1,9,1984,Ann Arbor,B23,"Sicilian, Closed"
1243486,R Zile,73445,Nyberg,73446,0-1,10,1984,AUS-SWE corr,A00,Uncommon Opening
1243488,Gill,32594,Freedman,73448,0-1,10,1984,cr ch USA,C12,"French, McCutcheon"
1243490,Walter,26941,Baum,73451,0-1,10,1984,cr-DDR,D00,Queen's Pawn Game
1243497,A Santos,73463,P Silva,73464,0-1,10,1984,Portugal,E10,Queen's Pawn Game
1251154,B Quanrud,77784,J Readey,24057,0-1,10,1984,Missouri,B30,Sicilian
1251157,C Campelli,77791,B Wall,32393,0-1,10,1984,Dayton,B20,Sicilian
1251156,R Patterson,76880,B Wall,32393,0-1,11,1984,Montgomery,B23,"Sicilian, Closed"
1251161,C Campelli,77791,B Wall,32393,0-1,11,1984,Dayton,E61,King's Indian
1825045,M Micayabas,106863,D Kopec,15580,0-1,11,1984,Anaheim Labate,B74,"Sicilian, Dragon, Classical"
1228009,K Price,33343,E P Wikle,62015,0-1,12,1984,Dayton,C51,Evans Gambit
1251160,G Teitz,77790,B Wall,32393,0-1,12,1984,Dayton,C50,Giuoco Piano
1077504,M Freese,33338,R Hayes,33339,0-1,13,1984,Dayton,C30,King's Gambit Declined
1225290,S McGiffert,59697,R Carpenter,59698,0-1,13,1984,Tennessee,C57,Two Knights
1292804,Srinivas,85620,V Ravikumar,85621,0-1,14,1984,India,A40,Queen's Pawn Game
1755795,P Giulian,47919,M Yeo,18664,0-1,14,1984,BCF-ch,D07,"Queen's Gambit Declined, Chigorin Defense"
1077460,Heuhapl,33276,Stroher,33277,0-1,15,1984,corr.,C34,King's Gambit Accepted
1109985,R Herendi,19849,Zsuzsa Polgar,15162,0-1,15,1984,Kecskemet,A10,English
1129277,H Huenerkopf,28153,Spassky,21136,0-1,15,1984,Bundesliga 1984/85,C45,Scotch Game
1282435,A Kuebler,30661,Larsen,11227,0-1,15,1984,?,A45,Queen's Pawn Game
1346022,L Riemersma,17362,G Welling,31072,0-1,15,1984,Leiden open,C41,Philidor Defense
1037658,K Spraggett,21784,L Day,16101,1-0,12,1984,CAN-ch,A04,Reti Opening
1122943,K G Shirazi,19284,J Peters,28794,0-1,5,1984,USA-ch / Zonal,B20,Sicilian
1460972,G Timmerman,28207,A Rosmuller,52236,1-0,14,1984,NED-ch op,B07,Pirc
1999281,E Pandavos,42844,Mohamad Al-Laham,164571,1-0,14,1984,Thessaloniki Olympiad</a>,B40,Sicilian
1038073,E Bernal,28808,de Firmian,15656,0-1,12,1984,Thessaloniki Olympiad</a>,A46,Queen's Pawn Game
1397748,H Y Ibrahim,102137,K Anderson,102138,1-0,12,1984,Thessaloniki Olympiad (Women)</a>,A40,Queen's Pawn Game
2002815,A Bammoune,63009,G Borg,27474,0-1,14,1984,Thessaloniki Olympiad</a>,C47,Four Knights
1243502,Z Veroci Petronic,28258,E Kondou,41371,1-0,9,1984,Thessaloniki Olympiad (Women)</a>,B53,Sicilian
1243519,E Gueye,59773,T Korsano,73497,1-0,5,1985,Sharjah jr,A51,Budapest Gambit
1243507,H E Schug,90631,Ditschuleit,73480,1-0,7,1985,cr,D00,Queen's Pawn Game
1077682,N Tagnon,28245,O Jojic,33529,1-0,8,1985,Paris m/1,C32,"King's Gambit Declined, Falkbeer Counter Gambit"
1243509,E Kunath,29955,E Schneiders,73482,1-0,8,1985,cr,A40,Queen's Pawn Game
1243511,R Johansson,73485,O Gradin,73486,1-0,8,1985,cr SSKK Veteran-SM 1,A00,Uncommon Opening
1243517,Magnus Lindgren,73495,P Berkell,80077,1-0,8,1985,Rilton cup,A02,Bird's Opening
1702828,D F Bennett,142466,A Tomsic,142467,1-0,8,1985,corr,A83,"Dutch, Staunton Gambit"
1243503,M Levitt,73472,I Gluckman,73473,1-0,9,1985,?,A06,Reti Opening
1243518,E Bhend,30328,E Schneiders,73482,1-0,9,1985,San Bernardino,B00,Uncommon King's Pawn Opening
1243520,A Machulsky,23172,D Tomic,42112,1-0,9,1985,Sofia,C77,Ruy Lopez
1251189,Myers,62601,NN,12883,1-0,9,1985,Iowa,A02,Bird's Opening
1243506,Koronghi,73477,Szemegyi,73478,1-0,10,1985,Budapest,B27,Sicilian
1243510,W Brinkmann,73483,K H Woschkat,36587,1-0,10,1985,cr BdF T5005,A00,Uncommon Opening
1251176,E R Gruenenwald,51133,Mark Turner,77809,1-0,10,1985,NWC December,D10,Queen's Gambit Declined Slav
1251183,Beissel,77817,Winborn,77818,1-0,10,1985,cr,B56,Sicilian
1251188,J Thinnsen,47499,G Small,43125,1-0,10,1985,Wisconsin,A21,English
1251178,T Halasz,38035,Gritschuk,77812,1-0,11,1985,corres HUN/USSR,C21,Center Game
1251182,B Wall,32393,H Dunn,77816,1-0,11,1985,Dayton,C62,"Ruy Lopez, Old Steinitz Defense"
1251184,K Lawless,45598,B Wall,32393,1-0,11,1985,San Jose,B22,"Sicilian, Alapin"
1251185,D Genz,77821,D Boehmer,77822,1-0,11,1985,Colorado,D06,Queen's Gambit Declined
1336889,W Schneider,130119,E Daikeler,30793,1-0,11,1985,corr,D00,Queen's Pawn Game
1251179,T Halasz,38035,Tanin,77813,1-0,12,1985,corres HUN/USSR,C21,Center Game
1251192,J Diaz Diaz,86618,P Atanasov,77828,1-0,12,1985,Varna,B17,"Caro-Kann, Steinitz Variation"
1393570,J Lechtynsky,19037,K Blaha,101484,1-0,12,1985,Prague op,B30,Sicilian
1499174,J Westmoreland,115399,V Kestler,152097,1-0,12,1985,Postal,C30,King's Gambit Declined
1702832,P Grinyer,142472,L Anderson,142473,1-0,12,1985,Australia v Sweden corr match,B90,"Sicilian, Najdorf"
1702834,S Fitzpatrick,109257,P P Rohov,142475,1-0,12,1985,corr,D00,Queen's Pawn Game
1702840,J Scott,122840,C Benham,142481,1-0,12,1985,Hammond Mammoth corr tournament,A57,Benko Gambit
1129333,Spassky,21136,R Behling,43863,1-0,13,1985,Bundesliga 1984/85,D55,Queen's Gambit Declined
1361605,C Eagle,27173,O Haakonstad,97221,1-0,13,1985,Motor City op,C55,Two Knights Defense
1433367,A Bangiev,15372,E Eichhorn,48143,1-0,13,1985,EU-ch GT230 corr,C34,King's Gambit Accepted
1559947,Maric,23553,N Hoiberg,45305,1-0,13,1985,Smederevska Palanka,C46,Three Knights
1702833,S Fitzpatrick,109257,C McKenzie,142474,1-0,13,1985,corr,D00,Queen's Pawn Game
1077559,J E Hawkes,131253,Preston,33392,1-0,14,1985,corr,C39,King's Gambit Accepted
1077646,Pettersson,24185,Nielsen,29663,1-0,14,1985,corres SWE,C37,King's Gambit Accepted
1229395,C Rinaldi,128082,Meneguzzi,62942,1-0,14,1985,corres EUR,C29,Vienna Gambit
1074971,W Hahn,30974,W Fronda,30975,1-0,15,1985,corr BdF/M (FS 346/85),C30,King's Gambit Declined
1077637,J van Geemen,33482,J van der Kooij,32858,1-0,15,1985,corres NLD,C36,"King's Gambit Accepted, Abbazia Defense"
1225298,I Rogers,15797,J Feller,21950,1-0,15,1985,Canberra (Australia),C45,Scotch Game
1229402,Bastion,62950,S Conquest,11659,1-0,15,1985,corres FRA,C25,Vienna
1243505,Bronnum,73475,San Marco,73476,0-1,5,1985,Bagneux,A40,Queen's Pawn Game
1243504,Philippe,33397,E Dizdarevic,19662,0-1,8,1985,Arandelovac tt,A45,Queen's Pawn Game
1243508,Antunes,16998,M Suta,32855,0-1,9,1985,cr,E30,"Nimzo-Indian, Leningrad"
1243512,Radivojevic,73487,Vajs,32878,0-1,9,1985,cr YU,C63,"Ruy Lopez, Schliemann Defense"
1243516,Y Visser,10929,A Kleijberg,32951,0-1,9,1985,Oss,D03,Torre Attack (Tartakower Variation)
1243521,Stam,73499,A Erkay,73500,0-1,9,1985,Solingen,B02,Alekhine's Defense
1243513,L Mostertman,33846,A Kleijberg,32951,0-1,10,1985,HMC,A51,Budapest Gambit
1243515,H Peters,43288,W Meijer,73493,0-1,10,1985,Open Alkmaars hoofd,B16,"Caro-Kann, Bronstein-Larsen Variation"
1251187,J Latell,33527,B Wall,32393,0-1,10,1985,Palo Alto,C10,French
1229379,A Olms,62924,K Eberding,62925,0-1,11,1985,corres BRD,C26,Vienna
1251177,L Mouillaux,123119,J M Matisson,90817,0-1,11,1985,corres FRA,C20,King's Pawn Game
1251180,N Barsalou,32946,B Wall,32393,0-1,11,1985,Dayton,C80,"Ruy Lopez, Open"
1077550,Bakker,33378,J van Geemen,33482,0-1,12,1985,corr,C35,"King's Gambit Accepted, Cunningham"
1251181,B Scanlon,77814,R Kobernat,77815,0-1,12,1985,San Jose,C65,"Ruy Lopez, Berlin Defense"
1251186,Dale,77823,Guner,77824,0-1,12,1985,Virginia,D80,Grunfeld
1702835,M C Gross,142476,M F Noble,109262,0-1,12,1985,corr,D30,Queen's Gambit Declined
1077590,M Backman,100461,P Verdier,33428,0-1,13,1985,corres EUR,C34,King's Gambit Accepted
1077687,D Tiffin,33535,B Wall,32393,0-1,13,1985,Sunnyvale,C31,"King's Gambit Declined, Falkbeer Counter Gambit"
1331023,A Kuligowski,14874,G Miralles,14372,0-1,13,1985,FRA-chT,A13,English
1702836,H Selness,142477,A Voss,65109,0-1,13,1985,corr,B30,Sicilian
1755794,R Atkins,122186,M Yeo,18664,0-1,13,1985,London League match,D07,"Queen's Gambit Declined, Chigorin Defense"
1918156,Byron Harley Rusk,160660,G Hahn,160678,0-1,13,1985,Fremont,B00,Uncommon King's Pawn Opening
1077575,Hamory,33413,Bodonyl,33414,0-1,15,1985,corres CSA,C31,"King's Gambit Declined, Falkbeer Counter Gambit"
1225304,G Drygas,59707,H Ambelang,59708,0-1,15,1985,corr,C56,Two Knights
1225317,C Nortje,59725,T Kett,59726,0-1,15,1985,Johannesburg,C57,Two Knights
1341323,B Wall,32393,K Norris,94396,0-1,15,1985,Santa Clara,A01,Nimzovich-Larsen Attack
1673401,D R Adamson,138781,V Palciauskas,32472,0-1,15,1985,USA-ch corr,C79,"Ruy Lopez, Steinitz Defense Deferred"
1918196,Ulibin,14002,Shirov,15809,1-0,11,1985,URS-ch U25,B29,"Sicilian, Nimzovich-Rubinstein"
1782800,B Williams,126587,H Bennett,101751,0-1,14,1985,Premier Reserve Tt,B01,Scandinavian
1782801,M Post,121215,P Hensman,87685,0-1,15,1985,Premier Reserve Tt,C42,Petrov Defense
1544876,C D Gilliam,122209,J Hardinge,122093,1-0,12,1985,v Mitcham,D20,Queen's Gambit Accepted
